职位,薪资,学历,经验,公司,城市,领域,规模,性质,区域,商圈,纬度,经度,技能列表,福利列表,薪资类型,平均薪资（元）
数据分析师,5-10K,本科,经验不限,武夷山松鼠教育科技,南平,其他生活服务,0-20人,,武夷山市,市区,27.752972,118.034257,无,[],月薪,7500.0
数据分析师,7-10K,本科,1-3年,喆洋出行,厦门,客运服务,20-99人,未融资,湖里区,禾山,24.547073,118.124996,无,"['零食下午茶', '员工旅游', '年终奖', '五险一金', '带薪年假', '全勤奖']",月薪,8500.0
数据分析师,3-5K,大专,经验不限,内蒙古天岳,乌兰察布,人工智能,100-499人,,,,40.995818,113.173403,数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,"['节假日加班费', '团建聚餐', '保底工资', '全勤奖', '餐补', '节日福利', '年终奖', '带薪年假', '意外险', '底薪加提成', '加班补助', '法定节假日三薪', '生日福利', '绩效奖金']",月薪,4000.0
数据分析师,6-10K,本科,经验不限,花楠珊,芜湖,广告/公关/会展,100-499人,D轮及以上,镜湖区,绿地城,31.329872,118.404485,R 数据分析/挖掘经验 计算机相关专业 SPSS MATLAB 数学/统计相关专业 可兼职,"['补充医疗保险', '零食下午茶', '意外险', '保底工资', '有无线网', '五险一金']",月薪,8000.0
大气数据分析师,6-8K,大专,1-3年,科成环保,信阳,环保,20-99人,,平桥区,信阳东站,32.142996,114.188696,无,[],月薪,7000.0
数据分析师,10-15K,本科,经验不限,鑫象科技,深圳,电子商务,20-99人,不需要融资,龙岗区,坂田,22.626393,114.078304,数据分析师 数据分析/挖掘经验 数据分析推广 电商数据分析 电商/零售行业数据相关经验 数学/统计相关专业,"['绩效奖金', '带薪年假', '夜班补助', '五险一金', '底薪加提成', '节日福利', '员工旅游', '保底工资', '股票期权', '零食下午茶', '全勤奖', '加班补助', '工龄奖', '团建聚餐', '生日福利', '节假日加班费', '年终奖']",月薪,12500.0
数据分析师,3-4K,大专,经验不限,浪韬,龙岩,电子商务,100-499人,天使轮,新罗区,莲东,25.074764,117.022404,数学/统计相关专业,"['保底工资', '节日福利', '团建聚餐', '带薪年假', '零食下午茶', '有无线网', '五险一金', '补充医疗保险', '绩效奖金', '底薪加提成', '生日福利', '意外险']",月薪,3500.0
数据分析师,5-10K,大专,1年以内,莆田荔城盼兮美业科技,莆田,美容,100-499人,,荔城区,体育中心,25.439866,119.039874,无,[],月薪,7500.0
数据分析师,4-5K,本科,1-3年,华经恒泰,承德,咨询,20-99人,,双桥区,大学城,40.894945,117.969724,数据分析 Excel 大数据 数据开发 行业报告分析及撰写,['五险一金'],月薪,4500.0
数据分析师（广告方向 / Google Ads优先）,9-14K,本科,5-10年,蓝柳科技有限公司,石家庄,互联网,20-99人,未融资,桥西区,中山西路,38.053604,114.409834,无,"['宿舍有空调', '包住', '工龄奖', '五险一金', '团建聚餐', '员工旅游', '全勤奖', '包吃', '底薪加提成', '有无线网']",月薪,11500.0
数据分析师,17-25K,本科,5-10年,梓楗建材上海分公司,上海,建筑材料,20-99人,不需要融资,,,31.193473,121.415883,数学/统计相关专业 数据分析/挖掘经验,"['包住', '带薪年假', '加班补助', '包吃', '年终奖', '五险一金']",月薪,21000.0
数据分析师,4-9K,本科,经验不限,博远科技,丽水,电子/半导体/集成电路,20-99人,未融资,莲都区,水阁,28.384711,119.857693,方差分析 回归分析 多元统计分析 因子分析 聚类分析 决策树 非参数检验 参数检验,"['团建聚餐', '绩效奖金', '员工旅游', '住房补贴', '定期体检', '餐补', '节日福利', '宿舍有空调', '带薪年假', '年终奖', '交通补助', '五险一金', '股票期权', '尽孝金', '全勤奖', '意外险']",月薪,6500.0
数据分析师,4-5K,大专,1年以内,龙岩市浪擎网络科技,龙岩,电子商务,100-499人,A轮,新罗区,曹溪,25.074764,117.022404,Excel,"['绩效奖金', '员工旅游', '生日福利', '保底工资', '五险一金', '团建聚餐', '底薪加提成', '有无线网', '节日福利']",月薪,4500.0
数据分析师,7-12K,本科,3-5年,浙江百泽坊,衢州,批发/零售,100-499人,,,,28.959757,118.976786,数据/运营策略,[],月薪,9500.0
数据分析专员,7-10K,大专,1-3年,福州核晟供应链,石家庄,新零售,100-499人,,桥西区,平安南大街,38.042587,114.505597,数据分析/挖掘经验 电商/零售行业数据相关经验,[],月薪,8500.0
数据分析师,8-12K,本科,3-5年,御华数智,北京,人工智能,0-20人,,顺义区,后沙峪,40.114763,116.557241,无,[],月薪,10000.0
数据分析师,9-14K,本科,1-3年,览众数据,天津,大数据,100-499人,B轮,西青区,大寺,38.899188,117.2725,无,"['有无线网', '带薪年假', '团建聚餐', '五险一金', '底薪加提成', '餐补', '零食下午茶', '节日福利', '年终奖', '绩效奖金', '补充医疗保险']",月薪,11500.0
数据分析师,3-5K,本科,在校/应届,建瓯市三浅农产品...,南平,电子商务,0-20人,,建瓯市,建瓯市中心城区,27.030915,118.322963,经济/工商管理相关专业 接受实习/在校生投递 金融行业数据相关经验 R SAS 数据分析/挖掘经验 计算机相关专业 SPSS 数学/统计相关专业 Python SQL,"['团建聚餐', '底薪加提成', '全勤奖', '有无线网']",月薪,4000.0
数据分析师,5-10K,大专,经验不限,恒凯科技,广州,人工智能,0-20人,未融资,黄埔区,知识城,23.33,113.543,数学/统计相关专业 机器学习建模经验 语数英 教培 K12 奥数 学习能力,"['有无线网', '意外险', '保底工资', '生日福利', '年终奖', '带薪年假', '全勤奖', '团建聚餐', '住房补贴', '绩效奖金', '餐补', '五险一金', '通讯补贴', '零食下午茶', '底薪加提成']",月薪,7500.0
数据分析师,10-15K,本科,在校/应届,西安立辰远景,西安,计算机软件,20-99人,不需要融资,雁塔区,紫薇田园都市,34.186833,108.883562,产品优化 数据分析 产品经理,"['定期体检', '股票期权', '年终奖', '零食下午茶', '节日福利', '加班补助', '五险一金', '员工旅游']",月薪,12500.0
数据分析师,4-5K,中专/中技,经验不限,丹阳市陵口镇阿强...,镇江,电子商务,0-20人,,丹阳市,吾悦广场,31.98963,119.61208,无,[],月薪,4500.0
数据分析师,2-3K,中专/中技,1年以内,影人文化传媒有限公司,晋城,互联网,20-99人,,城区,新市西街,35.501151,112.855245,无,[],月薪,2500.0
数据分析师,4-5K,大专,1-3年,灯塔市兴源商务服务,辽阳,其他生活服务,20-99人,,灯塔市,市府广场,41.425998,123.327361,计算机相关专业,[],月薪,4500.0
数据分析师,6-8K,大专,1年以内,科睿斯特,江门,批发/零售,20-99人,不需要融资,蓬江区,地王,22.584838,113.084852,Excel SQL,"['节日福利', '员工旅游', '全勤奖']",月薪,7000.0
数据分析师,4-8K,中专/中技,经验不限,迪拓诚,阜阳,互联网,20-99人,未融资,颍州区,万达广场（南万达）,32.880183,115.822087,无,"['节日福利', '团建聚餐', '零食下午茶', '底薪加提成', '绩效奖金']",月薪,6000.0
数据分析师,6-10K,大专,1-3年,广东菲尔,广州,汽车零部件,100-499人,未融资,,,23.360972,113.156394,SQL Tableau Power BI,"['团建聚餐', '带薪年假', '零食下午茶', '社保', '补充医疗保险', '全勤奖', '绩效奖金', '包住', '员工旅游', '生日礼金', '节日福利', '高温补贴', '生日福利', '节假日礼品', '底薪加提成', '年终奖', '通讯补贴', '包吃']",月薪,8000.0
数据分析师,5-6K,本科,3-5年,名臣日化,汕头,日化,1000-9999人,,澄海区,莲下镇,23.520557,116.764956,无,[],月薪,5500.0
数据分析师,3-4K,本科,1-3年,满亿科技有限公司,呼和浩特,互联网,0-20人,不需要融资,回民区,金海,40.801893,111.608007,决策树 相关分析,"['团建聚餐', '员工旅游', '带薪年假', '绩效奖金']",月薪,3500.0
数据处理分析师,4-8K,大专,在校/应届,胜图信息,石家庄,大数据,100-499人,不需要融资,桥西区,新石北路,38.017837,114.44082,数学/统计相关专业,"['加班补助', '员工旅游', '节日福利', '意外险', '定期体检', '五险一金']",月薪,6000.0
数据挖掘分析助理（应届生优先）,6-8K,大专,经验不限,鑫多多网络,石家庄,互联网,20-99人,,裕华区,谈固,38.023974,114.544877,数据分析 数据挖掘,[],月薪,7000.0
数据分析师,6-7K,本科,1-3年,优团生活科技有限公司,临沂,新零售,100-499人,天使轮,,,35.110387,118.394741,Python SQL,"['工龄奖', '保底工资', '全勤奖', '底薪加提成', '加班补助', '生日福利', '股票期权', '夜班补助', '节日福利', '企业年金', '广阔前景', '交通补助', '团建聚餐', '年终奖', '绩效奖金', '五险一金', '员工旅游', '住房补贴', '带薪年假', '节假日加班费']",月薪,6500.0
数据分析师,8-12K,本科,1-3年,嘉祥集团,成都,房地产开发经营,1000-9999人,,锦江区,东光,30.611186,104.101497,Excel Power BI 数据分析/挖掘经验 Hadoop 计算机相关专业 SPSS Tableau 决策树 数学/统计相关专业 Python SQL,[],月薪,10000.0
数据分析师,15-25K,本科,3-5年,东莞立讯技术,东莞,智能硬件/消费电子,1000-9999人,已上市,,,22.794711,114.164931,数据分析/挖掘经验 计算机相关专业 SQL 数学/统计相关专业,"['定期体检', '全勤奖', '包住', '免费工装', '包吃', '五险一金', '宿舍有空调', '团建聚餐', '餐补', '夜班补助', '工龄奖', '节日福利', '法定节假日三薪', '生日福利', '年终奖', '免费班车', '带薪年假', '节假日加班费', '保底工资']",月薪,20000.0
数据分析师,25-50K,本科,5-10年,北京某小型广告/公关/会展公司,北京,广告/公关/会展,20-99人,不需要融资,,,39.995896,116.492138,机器学习建模经验 数据分析/挖掘经验,['五险一金'],月薪,37500.0
数据分析师,8-11K,本科,1-3年,慧家科技,石家庄,生活服务(O2O),100-499人,未融资,桥西区,新火车站,38.00023,114.488851,计算机相关专业,"['生日福利', '保底工资', '团建聚餐', '员工旅游', '底薪加提成', '节日福利', '有无线网', '年终奖', '绩效奖金', '带薪年假']",月薪,9500.0
数据分析师,5-8K,初中及以下,经验不限,买钢乐贸易有限公司,厦门,其他金融业,0-20人,未融资,思明区,莲前,24.48777,118.186517,计算机相关专业 金融行业数据相关经验,"['绩效奖金', '有无线网', '保底工资', '年终奖', '员工旅游', '底薪加提成']",月薪,6500.0
大数据分析师,5-10K,学历不限,1年以内,石家庄嘉战电子科技,石家庄,电子商务,100-499人,,长安区,槐北路,38.044505,114.55027,不内耗 学习能力强 SQL Python,[],月薪,7500.0
跨境电商数据分析师,12-24K,本科,经验不限,汇立川科技,佛山,电子商务,20-99人,,顺德区,乐从,22.964299,113.105932,无,"['底薪加提成', '五险一金', '零食下午茶', '团建聚餐', '绩效奖金', '带薪年假', '节日福利', '保底工资', '补充医疗保险', '员工旅游', '年终奖', '股票期权', '生日福利']",月薪,18000.0
数据分析师,5-7K,本科,1-3年,深圳博览,常德,生活服务(O2O),100-499人,,武陵区,农资大市场,29.016416,111.728751,Python 数据分析 大数据,['五险一金'],月薪,6000.0
数据分析师,3-4K,大专,1-3年,甘肃能创能源科技,白银,电力/热力/燃气/水利,0-20人,,,,36.545268,104.173133,数学/统计相关专业 计算机相关专业 电商/零售行业数据相关经验,[],月薪,3500.0
数据分析师,3-5K,大专,3-5年,金土公司,葫芦岛,其他行业,0-20人,不需要融资,兴城市,东山,40.613272,120.740968,数据分析 数据库开发 Excel 大数据 数据挖掘 数据仓库 gis,"['五险一金', '交通补助', '包吃']",月薪,4000.0
数据分析师,11-22K,本科,经验不限,Glow,上海,互联网,20-99人,B轮,,,31.211372,121.476697,Python SQL,"['员工旅游', '节日福利', '定期体检', '零食下午茶', '带薪年假', '包吃', '补充医疗保险', '股票期权', '五险一金']",月薪,16500.0
数据分析师,20-35K,本科,3-5年,某大型互联网公司,成都,互联网,100-499人,A轮,,,30.54604,104.07147,无,"['股票期权', '带薪年假', '节日福利', '免费班车', '定期体检', '零食下午茶', '团建聚餐', '年终奖', '法定节假日三薪', '补充医疗保险', '员工旅游', '五险一金']",月薪,27500.0
数据分析师,7-9K,本科,在校/应届,北京锐安科技,北京,大数据,100-499人,未融资,海淀区,清河,40.046277,116.356685,无,"['交通补助', '工龄奖', '加班补助', '餐补', '法定节假日三薪', '带薪年假', '绩效奖金', '五险一金']",月薪,8000.0
数据分析师,12-24K,本科,1-3年,上海华为技术有限公司,苏州,通信/网络设备,10000人以上,不需要融资,,,31.272894,120.798786,机器学习建模经验 计算机相关专业 SQL Python 数学/统计相关专业,"['五险一金', '补充医疗保险', '意外险', '绩效奖金', '生日福利', '有无线网', '节假日加班费', '加班补助', '带薪年假', '零食下午茶', '免费班车', '节日福利', '法定节假日三薪', '员工旅游', '团建聚餐', '保底工资', '年终奖', '股票期权', '定期体检']",月薪,18000.0
数据分析师,6-10K,本科,1-3年,红阵易审,丽水,计算机服务,20-99人,未融资,莲都区,灯塔,28.449732,119.929969,Python SQL 计算机相关专业 数据分析/挖掘经验,"['五险一金', '年终奖', '股票期权', '餐补']",月薪,8000.0
传奇游戏数据分析师,5-7K,大专,1-3年,贵帆科技,石家庄,游戏,20-99人,未融资,新华区,联盟,38.087327,114.440995,SQL Power BI SPSS 数学/统计相关专业 数据分析/挖掘经验 文娱/游戏行业数据相关经验,"['年终奖', '节日福利', '零食下午茶', '交通补助', '带薪年假', '包住', '餐补', '五险']",月薪,6000.0
数据分析师,5-10K,大专,经验不限,锦世源,洛阳,电子商务,100-499人,不需要融资,,,34.690453,112.749067,SQL,"['包吃', '节日福利', '绩效奖金', '加班补助', '年终奖', '底薪加提成', '零食下午茶', '生日福利', '员工旅游', '交通补助', '定期体检', '有无线网', '通讯补贴', '团建聚餐', '五险一金', '保底工资']",月薪,7500.0
